"vote","black","hisp","pid7","income","age","educ_attain"
1,0,0,7,21,37,5
0,0,0,1,24,69,4
0,0,0,2,7,21,3
0,0,1,2,18,45,2
1,0,1,2,9,40,3
0,1,0,1,9,49,3
1,0,0,4,25,57,4
0,0,0,1,8,25,4
0,0,1,2,27,33,2
0,0,0,3,12,41,4
0,0,0,1,22,67,5
1,0,0,7,16,27,4
0,0,0,1,7,47,3
1,0,0,5,18,35,2
0,0,0,2,25,53,4
0,0,0,1,19,62,2
1,0,0,7,4,25,3
0,0,0,3,27,72,5
1,0,0,6,14,22,2
0,0,1,1,13,45,3
1,0,0,1,16,52,3
0,0,1,1,11,18,2
0,0,0,2,23,50,4
0,0,0,4,7,41,3
0,0,0,6,27,31,5
1,0,0,7,17,58,3
0,0,0,3,13,68,5
1,0,0,3,24,60,4
0,1,0,2,21,47,5
1,0,0,7,8,64,4
1,0,0,7,18,28,4
1,0,0,7,27,74,5
1,0,0,5,15,71,2
1,0,0,5,9,54,3
1,0,0,7,18,39,4
0,0,1,1,12,68,2
1,0,0,7,24,43,4
0,0,0,1,16,36,3
0,0,0,1,1,58,3
0,0,0,2,18,82,4
0,0,0,1,22,53,5
1,0,0,6,22,34,3
1,0,0,6,15,56,2
1,0,0,7,17,72,2
1,0,0,7,11,54,2
1,0,0,6,7,73,1
1,0,0,7,3,68,5
1,0,0,7,22,84,2
0,0,0,2,1,35,3
0,1,0,1,11,38,2
0,0,0,1,3,52,2
0,0,0,1,27,48,5
1,0,0,4,24,65,5
0,0,1,7,21,55,2
1,0,0,6,1,46,3
0,0,0,1,25,54,5
0,0,0,1,5,49,3
0,1,0,1,27,32,4
0,1,0,4,11,31,2
0,0,0,1,25,67,5
1,0,1,6,18,34,4
1,0,0,6,27,55,4
1,0,0,4,11,54,2
1,0,0,6,19,56,2
1,0,0,7,27,78,5
1,0,0,7,2,27,2
1,0,0,7,15,21,3
1,0,0,7,2,78,1
1,0,0,6,9,83,2
0,0,0,1,27,57,5
0,0,0,2,1,56,4
1,0,0,6,15,29,4
1,0,0,7,23,77,4
1,0,0,4,27,20,2
1,0,0,7,18,51,3
0,0,1,1,12,87,3
0,0,0,3,25,36,5
1,0,0,6,20,35,3
0,0,0,2,24,28,5
0,0,0,1,22,29,4
1,1,0,6,13,48,3
1,0,0,6,9,81,3
0,0,0,3,27,47,5
0,0,0,3,25,30,5
0,0,0,2,28,37,5
0,0,0,4,17,31,4
0,0,0,1,20,51,2
1,0,0,6,1,32,4
0,1,0,1,1,32,3
0,0,0,1,16,48,3
1,0,0,4,5,56,3
1,0,0,5,27,51,5
1,0,0,7,18,43,3
1,0,0,7,7,78,3
0,0,0,1,26,64,5
0,0,1,7,22,34,5
0,0,0,7,1,57,2
0,0,0,3,19,46,3
0,0,0,6,21,68,3
1,0,0,4,17,51,3
1,0,0,5,26,53,3
1,0,0,6,19,53,4
1,0,0,6,13,68,4
1,0,0,5,17,75,3
1,0,0,7,19,51,2
1,0,0,6,17,19,2
1,0,0,7,9,61,2
1,0,0,2,21,51,3
1,0,0,2,16,46,4
1,0,0,7,17,32,3
0,0,1,2,2,20,3
1,0,0,7,22,70,3
0,0,0,1,22,68,3
1,0,0,1,7,36,3
0,0,0,2,23,71,3
0,0,0,1,13,39,4
0,1,0,1,3,70,2
1,0,0,7,13,62,2
1,0,0,2,14,32,3
0,0,0,1,19,25,4
1,0,0,7,26,72,5
0,1,0,1,13,28,4
0,0,0,3,24,54,3
0,0,0,2,28,37,5
1,0,0,4,3,53,2
1,0,0,5,17,67,2
1,0,0,6,17,37,3
1,0,0,6,2,51,3
0,0,0,1,20,75,3
0,0,1,3,25,21,3
0,0,0,7,12,63,2
1,0,0,5,8,78,2
0,0,0,3,3,23,4
1,0,0,6,24,52,5
0,0,0,1,11,65,3
0,0,0,1,7,64,4
1,0,0,7,24,41,3
0,0,0,6,24,59,3
1,0,0,7,11,61,2
0,0,0,2,9,41,2
0,0,0,1,24,62,2
0,0,0,1,21,19,2
1,0,0,7,23,25,4
0,0,0,4,1,72,3
0,0,0,6,18,67,4
1,0,0,7,13,44,5
1,0,0,6,13,32,3
0,1,0,1,25,74,4
0,0,0,3,7,37,3
0,0,0,2,12,39,4
0,0,0,1,18,29,5
0,0,0,1,11,28,5
1,0,0,7,23,86,3
1,0,0,6,24,19,3
1,0,0,5,21,64,4
1,0,0,7,26,55,4
0,0,0,4,17,73,3
1,0,0,6,13,41,2
0,0,0,4,14,33,4
0,0,0,3,3,65,5
0,0,0,4,23,31,5
0,0,0,4,21,53,3
0,0,0,2,6,22,3
1,0,0,7,13,34,4
0,0,0,6,22,46,4
0,1,0,1,19,72,3
1,0,0,4,15,37,3
0,0,0,2,24,49,3
0,0,1,1,17,41,1
1,0,1,6,19,64,3
0,0,1,1,12,48,2
0,0,0,3,18,21,3
1,0,0,7,21,72,3
1,0,0,5,21,68,3
0,0,0,3,14,84,2
0,0,0,3,20,56,3
1,0,0,5,11,66,4
0,0,0,1,20,72,2
0,1,0,1,23,22,2
1,0,0,6,6,27,3
1,0,0,7,12,80,1
1,0,0,7,25,46,3
1,0,0,7,22,68,4
0,0,0,2,21,33,3
0,0,0,2,9,69,3
0,0,0,2,25,68,4
0,0,0,3,14,59,5
1,0,0,7,8,31,3
0,0,0,1,21,33,5
0,1,0,7,12,59,2
1,0,0,7,21,50,2
1,0,0,7,11,79,3
1,0,0,7,20,65,5
0,1,0,1,6,39,3
1,0,0,6,21,54,5
1,0,0,7,28,60,5
0,0,0,1,25,34,5
1,0,0,7,20,60,2
0,0,0,2,28,62,4
1,0,0,7,17,28,5
1,0,0,5,7,52,5
0,0,0,1,26,73,5
0,0,0,1,8,59,3
1,0,0,6,1,68,1
0,0,0,1,5,82,4
0,1,0,1,11,30,2
0,1,0,1,24,49,3
0,0,0,1,5,75,3
1,0,0,4,17,73,3
0,1,0,2,7,41,5
0,0,1,1,7,26,4
0,0,0,1,26,56,3
0,0,0,1,4,20,3
1,0,0,5,17,54,2
1,0,0,7,24,49,3
0,0,0,1,26,35,5
0,0,0,3,10,26,4
1,0,0,6,28,37,4
0,0,0,4,8,57,3
1,0,0,4,15,67,2
1,0,0,6,27,63,5
0,0,0,1,24,41,4
1,0,0,7,1,37,3
1,0,0,7,3,55,3
0,0,0,1,26,26,4
0,1,0,2,9,24,3
0,0,1,4,11,25,2
1,0,0,6,23,60,3
1,0,0,4,21,57,3
1,0,0,6,16,29,3
1,0,0,7,20,46,2
0,0,0,1,7,70,4
0,0,0,2,26,81,5
0,0,0,1,2,60,4
1,0,0,7,21,50,3
0,0,1,2,28,41,5
1,0,0,6,26,22,3
0,1,0,1,27,32,5
0,0,0,2,24,19,3
0,1,0,1,1,21,2
0,1,0,1,3,24,2
1,0,0,7,21,66,4
0,1,0,1,18,60,2
0,0,0,1,6,80,3
1,0,0,5,28,61,3
1,0,0,5,21,60,5
1,0,0,6,1,49,3
1,0,0,4,22,59,2
0,0,0,3,28,79,5
0,0,0,2,15,38,4
1,0,0,6,28,34,5
1,0,0,7,19,63,5
1,0,0,6,8,73,4
0,0,0,1,11,32,4
1,0,0,6,16,37,2
1,0,0,5,28,73,3
0,1,0,4,7,22,2
1,0,0,7,14,27,4
0,0,1,1,28,55,5
1,0,0,6,1,86,2
0,0,0,1,21,60,5
0,1,0,1,15,35,3
1,0,0,5,13,62,3
1,0,0,7,12,49,3
1,0,0,7,1,58,4
1,0,0,7,22,62,3
0,0,0,6,22,54,4
1,0,0,7,23,61,3
1,0,0,7,28,28,4
0,0,0,2,27,67,3
1,0,0,7,22,37,3
0,0,0,1,1,58,3
1,0,0,4,17,27,4
0,0,0,1,27,28,5
0,0,0,1,25,37,5
0,0,0,1,28,64,5
0,0,1,7,24,77,4
1,0,0,7,11,67,2
1,0,0,7,27,74,4
1,0,0,7,17,33,3
1,0,0,7,15,31,3
1,0,0,6,18,36,4
1,0,0,6,22,49,2
1,0,0,6,7,19,3
0,0,0,2,19,64,5
0,0,0,6,28,38,4
1,0,0,7,25,53,4
0,0,1,1,17,70,4
1,0,0,7,23,57,3
1,0,0,3,21,39,4
0,0,0,3,8,53,2
0,0,0,1,15,59,3
1,0,0,5,6,57,3
0,1,0,2,1,27,2
0,0,0,2,25,41,4
1,0,1,5,17,22,4
1,0,0,7,1,63,4
1,0,0,4,11,60,3
0,0,0,1,28,49,5
1,0,0,7,22,31,2
0,1,0,3,24,31,4
1,0,0,5,12,53,2
0,0,0,3,25,32,3
0,0,0,3,26,36,4
1,0,0,4,28,34,5
0,1,0,1,1,34,1
1,0,0,7,28,45,5
0,0,0,3,17,30,4
0,0,0,3,15,67,2
0,0,0,1,1,58,4
1,0,0,7,9,54,4
1,0,0,7,21,41,3
0,0,0,5,20,32,4
1,0,0,7,13,64,3
0,0,0,1,0,61,5
1,0,0,5,13,36,2
1,0,0,7,24,45,3
1,0,0,7,22,60,3
1,0,0,2,16,63,2
0,0,0,2,17,60,3
0,0,0,4,15,86,3
0,0,0,1,24,59,5
0,0,0,3,27,40,4
0,0,1,1,23,40,3
1,0,0,7,21,30,3
0,0,0,3,21,63,4
0,1,0,1,9,26,3
1,0,0,7,14,39,3
1,0,0,7,19,28,4
1,0,0,7,9,76,3
1,0,0,4,5,42,3
1,0,0,4,13,32,4
1,0,0,6,19,43,3
0,0,0,2,21,32,4
1,0,0,7,21,58,1
0,1,0,1,2,39,2
0,0,1,1,17,32,5
1,0,0,7,18,46,3
1,0,0,7,21,51,3
1,0,0,7,24,85,3
0,0,0,1,26,68,5
0,0,1,3,11,30,4
0,0,1,1,13,46,3
1,0,0,7,9,65,1
1,0,0,7,22,27,5
1,0,0,7,19,31,4
0,0,1,1,21,46,3
0,1,0,1,7,37,1
0,0,0,2,26,63,5
0,0,0,2,27,39,5
1,0,1,6,22,32,4
0,1,0,1,19,54,4
0,0,0,3,3,18,2
1,0,0,7,1,48,3
0,1,0,2,9,26,3
1,0,0,7,14,55,3
0,0,1,3,17,50,5
0,0,0,2,12,46,3
0,0,0,1,3,33,5
0,1,0,1,13,78,3
1,0,0,6,14,42,3
0,0,0,3,18,18,2
0,0,0,1,1,21,2
1,0,1,6,28,58,2
0,0,0,4,21,29,3
1,0,0,5,24,49,4
1,0,0,5,19,25,4
0,0,0,3,14,35,5
1,0,0,6,28,52,2
1,0,0,6,23,36,3
1,0,0,7,11,53,2
0,0,0,3,20,32,5
0,0,0,2,25,35,3
0,0,0,1,24,64,3
0,0,0,2,17,66,2
1,0,0,6,26,58,4
0,0,0,1,26,31,4
0,1,0,1,7,65,2
0,0,0,1,15,51,5
0,0,0,1,21,45,3
0,0,0,1,24,51,3
1,0,0,7,22,30,4
1,0,0,7,27,61,5
1,0,0,6,0,66,5
1,0,0,7,11,28,4
1,0,0,7,1,69,2
0,0,0,1,1,87,5
0,0,0,2,15,74,2
1,0,0,7,12,35,3
0,0,0,5,27,50,5
0,0,1,4,11,21,3
1,0,0,7,20,66,3
1,0,0,6,21,67,3
0,0,1,3,27,36,4
1,0,0,4,12,56,4
0,0,0,2,2,21,3
1,0,0,2,11,46,2
0,1,0,1,5,63,1
1,0,0,5,12,57,4
1,0,0,2,23,48,3
0,1,0,2,2,20,2
1,0,0,5,21,37,3
0,0,0,1,28,58,5
0,0,0,3,18,22,4
1,0,0,7,25,59,4
1,0,0,6,28,60,3
0,0,0,1,27,54,5
0,0,0,1,28,40,5
1,0,0,4,25,68,4
0,1,0,2,7,35,2
0,0,0,4,24,42,3
0,0,0,1,17,65,5
0,0,0,1,26,66,3
0,0,0,1,21,50,2
0,0,0,1,26,48,5
0,0,0,4,27,31,4
1,0,0,7,19,41,2
1,0,0,4,23,32,3
1,0,0,3,15,25,3
0,0,0,1,17,57,5
1,0,0,2,13,19,2
0,1,0,2,1,32,5
1,0,0,5,13,56,3
0,0,0,6,28,50,3
0,1,0,1,15,53,3
1,0,0,5,25,77,2
1,0,0,7,19,82,5
0,1,0,1,11,35,3
1,0,0,7,5,58,3
0,0,0,2,18,32,3
1,0,0,6,23,36,4
0,1,0,4,1,29,2
1,0,0,7,27,68,5
0,0,0,1,1,67,5
0,0,0,1,21,79,4
0,0,0,4,28,54,4
1,0,0,5,16,80,3
0,0,0,2,15,30,4
0,0,1,1,9,37,2
1,0,0,7,7,49,3
0,0,1,1,23,59,3
0,0,0,3,15,36,3
0,0,1,2,25,38,3
1,0,0,5,21,82,3
0,1,0,1,13,67,3
0,0,0,3,21,41,4
1,0,0,7,5,61,2
1,0,0,5,21,65,5
1,0,0,7,12,64,2
0,0,0,2,11,27,5
1,0,0,7,13,64,4
0,0,0,3,17,21,3
0,0,0,2,17,65,5
0,0,0,1,23,65,4
0,0,0,2,26,64,4
1,0,0,5,19,76,5
0,0,0,2,7,25,3
0,0,0,3,21,64,3
0,0,0,1,28,59,5
1,0,0,7,15,25,3
1,0,0,7,16,50,2
1,0,0,5,17,76,3
0,0,0,1,9,70,3
1,0,0,2,20,37,3
1,0,0,7,18,38,4
0,0,1,1,14,65,1
1,0,0,7,7,69,3
0,0,0,4,17,34,4
1,0,0,5,5,59,3
1,0,0,3,1,28,2
0,0,1,1,22,56,4
0,0,0,3,24,34,2
1,0,0,7,13,54,4
0,0,1,2,26,55,4
0,0,0,1,11,64,2
0,0,0,2,27,29,5
0,0,0,1,24,66,4
0,0,0,2,18,71,3
0,0,0,1,7,81,2
1,0,0,7,23,53,3
0,0,1,1,13,22,2
1,0,0,5,18,21,1
1,0,0,6,26,54,4
1,0,0,6,21,64,4
1,0,0,7,24,71,2
0,0,0,3,5,20,3
0,1,0,1,1,55,1
1,0,0,7,19,67,3
0,0,0,1,17,63,2
0,0,0,3,17,55,3
1,0,0,5,1,62,1
0,0,0,1,12,83,5
0,1,0,1,16,46,2
1,0,0,7,5,63,4
1,0,0,7,19,59,3
1,0,0,5,12,44,3
0,0,0,2,3,36,5
1,0,0,7,1,54,4
1,0,0,5,6,64,3
0,0,0,1,12,30,4
0,0,1,6,27,54,5
0,0,0,2,5,24,2
0,0,0,1,16,66,5
0,0,0,1,25,20,1
1,0,0,3,23,81,4
1,0,0,7,23,72,3
0,0,1,4,27,64,5
0,0,0,1,13,75,2
0,0,0,1,18,56,2
0,0,0,1,12,27,4
0,0,1,2,7,19,2
0,0,0,1,17,56,3
1,0,0,4,11,73,3
0,0,0,2,25,56,5
0,0,0,1,24,64,5
1,0,0,7,19,34,3
0,0,0,3,25,75,4
0,1,0,1,11,38,1
0,0,0,1,28,50,4
1,0,0,6,17,62,3
0,0,0,2,28,48,5
0,1,0,1,1,66,1
0,0,1,1,1,31,1
1,0,0,6,8,67,3
1,0,0,5,15,19,3
0,0,0,1,18,21,3
1,0,0,7,17,64,2
0,1,0,1,9,23,1
0,1,0,2,18,44,3
0,0,0,4,7,72,3
0,0,0,1,24,72,4
1,0,0,7,6,66,1
1,0,0,6,12,69,3
1,0,0,2,15,33,4
1,0,0,6,21,35,4
0,0,0,2,18,60,2
0,1,0,1,7,51,3
0,0,0,1,22,45,4
0,0,0,3,16,55,3
1,0,0,5,25,47,4
0,1,0,1,9,68,4
0,0,0,2,19,71,2
0,0,0,3,18,58,4
0,0,0,2,23,67,5
0,0,0,4,24,50,4
1,0,0,7,3,25,4
0,0,0,1,6,73,1
0,0,1,2,12,60,2
0,1,0,1,1,37,2
0,0,0,1,28,28,5
1,0,0,6,21,58,4
1,0,0,7,28,38,4
0,0,0,1,22,68,2
1,0,0,4,11,84,2
0,0,0,1,16,31,3
0,0,0,2,24,62,4
0,0,1,4,5,38,1
0,0,0,2,7,68,1
1,0,0,6,12,65,3
1,0,0,7,24,36,5
0,0,0,1,28,63,5
1,0,0,6,10,50,3
0,0,0,4,14,51,3
1,0,0,6,21,62,3
1,0,0,5,12,39,3
0,0,0,1,20,54,4
0,0,0,2,15,63,2
0,0,0,3,20,30,4
1,0,0,4,7,39,1
1,0,0,2,6,44,3
1,0,0,7,25,73,3
1,0,0,7,12,47,5
0,0,0,2,22,42,5
1,0,0,4,27,67,3
1,0,0,7,14,59,2
0,0,0,2,26,63,5
1,0,0,5,17,29,4
1,0,0,6,14,67,2
0,0,0,2,16,57,3
1,0,0,7,15,27,4
0,0,0,1,17,55,5
0,0,0,1,1,23,2
0,1,0,1,5,57,1
0,0,0,3,28,68,4
1,0,0,6,28,46,5
1,0,0,5,27,66,3
0,0,0,1,27,65,5
0,1,0,1,23,71,3
1,0,0,5,14,28,5
0,0,0,6,23,49,3
1,0,0,4,1,65,3
0,0,0,1,19,35,5
1,0,0,5,14,51,3
0,0,0,1,13,56,5
0,0,0,1,21,39,5
0,1,0,1,11,53,3
0,0,0,1,15,68,4
0,0,0,7,26,68,4
1,0,0,6,24,82,5
0,0,0,1,28,60,4
0,1,0,1,8,30,3
0,0,0,2,1,67,3
1,0,0,2,21,33,3
1,0,0,7,24,61,3
0,0,1,1,9,56,3
0,0,0,3,16,53,3
1,0,0,7,11,69,3
1,0,0,6,20,47,2
0,0,0,4,23,38,4
1,0,0,6,11,81,3
1,0,0,6,13,68,3
0,0,0,1,10,76,2
0,0,0,1,1,68,4
0,0,0,2,22,31,5
0,0,0,3,14,25,4
1,0,0,4,21,32,3
0,0,0,1,24,54,3
1,0,0,7,21,65,4
0,0,0,2,26,32,3
0,0,0,1,7,60,3
0,0,0,1,21,63,3
0,0,1,2,25,28,3
0,0,0,3,27,42,5
0,0,1,2,15,33,2
0,0,0,1,5,57,4
1,0,0,7,21,76,4
1,0,0,7,11,62,3
1,0,0,7,14,31,4
0,0,0,3,21,34,5
1,0,0,6,21,46,4
0,0,0,1,25,54,3
0,0,0,2,21,63,3
1,0,0,7,17,32,4
0,0,0,3,12,31,2
0,0,0,1,7,26,2
0,0,0,1,6,42,2
0,0,0,1,13,68,4
0,0,0,1,28,65,5
0,1,0,1,22,49,3
0,0,0,3,27,37,4
1,0,0,3,27,58,4
1,0,0,7,16,60,4
0,1,0,3,20,35,4
0,1,0,1,3,47,3
0,0,0,1,16,53,3
1,0,0,6,23,46,3
1,0,0,7,21,30,3
0,1,0,1,12,42,2
0,0,0,1,21,53,5
0,0,0,2,22,31,4
1,0,0,6,24,60,3
1,0,0,6,27,41,3
1,0,0,7,22,23,3
1,0,0,5,28,38,5
1,0,0,2,11,39,4
1,0,0,5,17,71,3
0,0,0,1,12,70,5
0,0,0,2,12,38,4
0,0,0,3,20,28,3
0,0,0,5,28,33,4
1,0,0,7,1,58,2
0,0,0,1,11,79,2
1,0,0,6,20,40,5
1,0,0,7,21,66,5
0,0,0,1,13,69,5
0,0,1,1,7,50,3
0,0,1,3,7,26,4
0,0,0,3,22,68,5
1,0,0,5,14,56,1
1,0,0,7,22,55,4
0,0,0,6,12,54,2
0,1,0,1,15,20,4
1,0,0,6,9,86,2
0,0,0,1,20,57,2
1,0,0,2,5,30,3
1,0,0,6,8,66,2
0,0,1,2,13,36,3
0,0,0,1,28,44,5
0,0,0,3,15,55,1
0,1,0,4,19,31,2
1,0,0,7,3,56,3
0,0,1,2,18,57,3
0,0,0,3,11,28,4
0,0,0,1,21,37,3
1,0,0,5,25,45,4
1,0,1,4,1,43,3
0,0,0,2,24,37,5
0,0,0,1,23,66,5
0,1,0,1,4,75,2
1,0,0,4,23,72,2
0,0,1,1,8,26,4
0,0,0,3,7,72,4
1,0,0,5,5,67,1
1,0,0,7,25,63,4
1,0,0,5,18,42,3
1,0,0,7,8,78,3
0,0,0,1,21,66,4
1,0,0,5,9,57,2
0,0,0,3,13,52,2
0,1,0,1,1,45,1
0,0,1,1,11,37,3
0,0,0,2,14,39,4
1,0,0,2,21,35,3
1,0,0,5,12,72,3
1,0,1,7,23,29,3
1,0,0,7,5,62,2
1,0,0,6,1,78,3
1,0,0,7,15,29,5
0,0,0,1,18,33,4
1,0,0,7,19,52,2
1,0,0,5,13,69,3
0,0,0,2,24,39,2
1,0,0,6,19,50,2
1,0,0,6,26,59,4
1,0,0,7,16,35,3
0,1,0,1,1,22,4
0,1,0,2,1,29,3
1,0,0,5,22,46,3
0,0,0,5,23,58,3
0,0,0,1,24,38,4
1,0,0,4,19,27,3
0,1,0,1,17,37,3
0,0,0,2,1,49,2
0,0,1,2,1,19,3
0,1,0,1,12,67,3
0,0,1,1,22,57,3
0,0,0,3,23,47,4
0,0,0,2,4,20,3
0,0,0,1,24,59,5
1,0,0,7,18,49,4
1,0,0,5,22,72,3
1,0,0,4,23,41,3
0,0,0,1,2,23,4
0,0,0,1,2,57,3
1,0,0,2,25,58,3
0,0,1,3,23,38,3
0,0,0,1,28,71,5
1,0,0,7,23,63,3
1,0,0,4,4,29,2
1,0,0,6,11,25,3
1,0,0,7,27,58,5
1,0,0,5,27,56,3
0,0,0,3,9,68,3
1,0,0,7,27,70,5
1,0,0,5,26,35,4
0,0,1,1,14,58,4
0,1,0,1,15,53,3
1,0,0,6,9,49,2
1,0,0,6,21,53,4
0,1,0,2,9,39,3
1,0,0,5,13,64,4
1,0,0,5,25,66,4
0,0,0,3,24,51,3
1,0,0,7,21,43,3
1,0,0,6,20,62,5
0,1,0,2,15,81,3
1,0,0,7,15,72,4
1,0,0,5,16,65,2
0,1,0,2,1,35,1
0,0,0,1,27,72,4
0,1,0,3,3,81,1
1,0,0,6,26,70,2
1,0,0,1,1,82,2
0,0,0,4,25,38,4
0,0,0,1,19,79,3
0,0,0,2,9,57,4
1,0,0,5,28,74,5
1,0,0,7,18,52,4
1,0,0,5,14,71,3
0,0,0,6,15,46,3
0,0,0,4,13,78,3
0,0,0,1,11,76,5
0,0,0,3,5,60,1
0,0,0,3,21,57,5
0,0,1,6,11,42,3
1,0,0,6,3,69,2
1,0,0,6,28,46,5
1,0,0,6,25,51,4
1,0,0,4,1,58,3
1,0,0,5,24,32,5
1,0,0,6,9,79,2
1,0,0,7,25,59,2
0,0,1,2,2,20,3
1,0,0,7,15,54,3
1,0,0,7,12,57,3
0,1,0,1,1,34,2
1,0,0,7,20,59,3
1,0,0,7,17,46,3
1,0,1,7,4,77,1
0,0,1,1,1,50,3
0,1,0,1,7,32,2
1,0,0,6,24,56,4
0,0,0,1,11,68,2
0,0,0,1,15,55,3
0,0,0,1,24,62,3
1,0,0,6,1,26,5
0,0,0,1,8,45,3
1,0,0,5,20,60,5
1,0,0,4,26,18,1
1,0,0,6,15,64,3
0,0,0,3,12,25,3
0,1,0,1,13,78,1
0,1,0,1,27,72,5
0,0,0,1,24,54,3
1,0,0,6,16,63,3
1,0,0,5,27,72,5
1,0,0,6,22,37,5
0,0,1,4,17,32,1
0,0,0,1,16,68,3
0,0,0,1,18,31,5
1,0,0,1,20,60,4
0,0,0,2,1,38,3
1,0,0,7,1,63,2
0,0,0,2,12,58,2
1,0,0,7,24,32,3
1,0,0,5,17,36,5
1,0,0,5,28,39,5
0,0,0,1,28,82,5
0,1,0,1,2,29,3
1,0,0,7,5,41,5
0,0,0,3,25,56,4
0,0,0,3,17,39,5
1,0,0,5,11,70,4
1,0,0,7,21,19,2
0,0,0,2,3,21,3
0,0,0,1,7,37,2
0,0,0,2,22,25,5
0,0,0,2,14,68,3
1,0,0,7,17,83,2
0,0,0,2,23,53,3
0,0,1,1,23,25,4
0,0,0,4,13,62,2
0,0,0,6,27,20,2
0,0,0,3,18,56,5
0,0,0,2,13,49,3
1,0,0,7,23,55,3
1,0,0,7,26,49,4
0,1,0,1,12,27,3
0,0,0,1,11,23,3
0,0,0,3,17,45,3
0,1,0,2,15,32,3
0,0,0,1,26,58,5
0,0,0,2,20,31,5
1,0,0,6,11,22,3
0,0,1,2,21,18,2
1,0,0,7,12,56,3
0,0,0,3,7,42,4
1,0,0,4,1,67,3
0,0,0,3,3,63,4
0,1,0,2,11,29,4
1,0,0,6,25,73,5
1,0,0,7,26,43,4
0,0,0,3,11,45,4
1,0,0,4,17,48,5
0,0,0,2,27,49,4
0,0,0,1,5,89,2
1,0,0,6,21,59,3
1,0,0,7,1,23,3
1,0,0,7,12,88,1
1,0,0,4,3,61,2
0,0,0,1,9,31,3
1,0,0,7,3,22,1
0,0,0,1,25,27,4
1,0,0,6,23,32,3
1,0,0,4,5,47,3
1,0,0,4,25,24,4
0,1,0,1,16,74,3
0,0,0,6,17,78,5
1,0,0,4,24,76,2
0,1,0,6,27,66,4
1,0,0,7,25,52,4
0,0,0,1,15,67,5
1,0,0,7,11,71,4
0,0,1,4,7,35,1
1,0,0,7,11,68,2
0,0,1,4,5,66,2
0,1,0,1,6,19,1
0,1,0,2,3,52,3
1,0,0,7,24,78,5
1,0,0,7,12,59,2
0,0,1,1,25,47,4
0,0,0,1,20,66,4
0,0,0,1,19,32,4
1,0,0,5,21,69,4
0,1,0,1,26,41,5
1,0,0,7,24,39,3
1,0,0,7,28,52,4
1,0,0,5,7,53,3
0,0,0,2,13,86,1
1,0,0,6,12,24,4
0,1,0,1,17,62,5
1,0,0,5,22,73,4
0,0,0,2,28,20,3
0,0,1,2,12,30,3
1,0,0,6,14,27,4
0,0,0,2,16,26,4
1,0,0,5,21,48,3
0,0,0,1,23,48,4
1,1,0,2,21,68,5
1,0,0,7,23,29,4
0,0,0,3,18,84,4
0,0,0,1,28,66,5
1,0,0,4,16,71,3
1,0,0,6,23,56,4
0,0,0,1,27,58,4
0,0,1,2,20,34,1
0,0,0,5,27,43,5
0,0,0,1,17,57,3
1,0,0,4,23,61,3
0,0,0,4,21,62,2
1,0,0,7,13,49,3
0,0,0,2,2,26,3
0,0,0,6,28,31,5
0,1,0,1,2,27,3
1,0,0,5,12,73,2
0,0,0,1,4,57,1
0,0,0,1,11,78,4
1,0,0,7,19,38,5
0,0,0,3,20,55,4
1,0,0,7,19,53,3
1,0,0,5,22,40,3
1,0,0,4,25,67,5
1,0,0,7,20,41,3
0,0,0,2,14,27,3
0,0,0,6,24,53,3
0,0,0,6,5,30,3
0,1,0,1,7,61,2
1,0,0,7,23,66,2
1,0,0,7,17,35,4
0,0,1,4,24,26,4
1,0,0,6,24,70,4
0,0,1,7,1,27,2
0,0,1,1,21,80,4
1,0,0,4,26,39,4
0,0,0,4,28,66,5
1,0,0,2,17,29,3
0,0,0,3,25,33,4
1,0,0,6,27,60,4
0,0,0,3,5,25,5
1,0,0,7,26,59,4
0,0,0,1,3,22,4
1,0,0,6,3,50,3
0,0,0,1,14,51,4
0,0,0,1,11,63,3
1,0,0,7,14,75,3
1,0,0,6,27,68,3
0,0,0,1,25,56,4
1,0,0,7,23,48,4
0,0,0,4,17,65,4
0,0,0,1,14,56,4
0,0,0,1,17,70,1
0,0,1,4,24,61,4
1,0,0,4,24,71,4
1,0,0,7,23,33,5
1,0,1,7,4,69,3
0,1,0,3,26,62,5
1,0,0,7,17,62,3
1,0,0,3,13,64,3
0,0,0,1,25,54,3
0,0,0,2,17,60,5
0,1,0,1,15,37,5
0,0,0,1,27,22,3
1,0,0,4,22,53,2
0,0,0,6,23,75,4
0,0,0,7,21,73,3
0,1,0,2,27,58,5
1,0,0,7,25,53,4
0,0,0,1,19,28,5
0,0,1,1,13,72,5
1,0,0,6,23,27,3
0,0,0,1,24,36,5
0,1,0,1,5,83,3
1,0,0,7,28,78,5
0,0,0,4,21,66,5
1,0,0,7,14,68,4
0,0,1,3,8,29,2
1,0,0,7,23,50,3
0,0,0,1,5,39,5
0,0,0,1,23,22,2
1,0,0,7,25,35,2
1,0,0,7,23,56,4
0,0,0,1,19,60,4
0,0,0,1,3,70,3
0,0,0,2,14,31,3
1,0,0,4,1,56,5
0,1,0,2,9,56,3
0,0,0,3,1,20,2
0,0,0,1,21,72,5
1,0,0,5,24,61,3
0,0,0,2,25,48,5
0,0,1,1,11,27,1
1,0,0,5,16,81,2
0,0,0,2,21,60,3
1,0,0,7,10,74,2
0,0,1,4,14,64,3
1,0,0,7,14,45,3
1,0,0,7,18,81,4
0,0,0,2,12,71,3
